tvn24,1412002
gazeta_wyborcza,766562
tvp_info,690970
gazetapl_news,593242
rzeczpospolita,196831
FaktyTVN,134384
WiadomosciTVP,90810
RepublikaTV,80310
RadioZET_NEWS,67285
natematpl,61706
niezaleznapl,53061
oko_press,48241
OnetWiadomosci,44851
Matka_Kurka,22222
