medialne,37.3
oko_press,21.4
konkret24,15.2
tvp_info,13.1
Matka_Kurka,11.9
RadioZET_NEWS,9.3
tvn24,8.5
WiadomosciTVP,8.1
wPrawopl,6.8
MediaNarodoweMN,6.3
gazeta_wyborcza,5.3
natematpl,4.7
gazetapl_news,3.9
RepublikaTV,3.6
niezaleznapl,3.5
rzeczpospolita,3.4
wSensie,3.1
DemagogPL,2.6
demaskator24,2
OnetWiadomosci,1.6
